station_origin,station_destination,flows,population,jobs,distance
Piccadilly Circus,Heathrow Terminal 5,7,1037,975,28814.84075297483
Piccadilly Circus,Heathrow Terminals 2 & 3,13,1037,2406,26359.608697809756
Piccadilly Circus,Hendon Central,1,1037,1878,12343.421502364523
Piccadilly Circus,High Barnet,0,1037,953,19097.965711245764
Piccadilly Circus,High Street Kensington,2,1037,5427,5198.629129922834
Piccadilly Circus,Highbury & Islington,7,1037,25385,5531.836802622314
Piccadilly Circus,Highgate,0,1037,856,8725.421588708507
Piccadilly Circus,Hillingdon,0,1037,318,27134.591022506338
Piccadilly Circus,Holborn,27,1037,22346,1373.129656893212
Piccadilly Circus,Holland Park,0,1037,2063,5616.310805345203
Piccadilly Circus,Holloway Road,3,1037,1696,5599.969505426765
Piccadilly Circus,Hornchurch,0,1037,451,27109.531284909797
Piccadilly Circus,Hounslow Central,1,1037,708,19664.429742193133
Piccadilly Circus,Hounslow East,1,1037,843,18918.75321840455
Piccadilly Circus,Hounslow West,5,1037,401,21143.497241627625
Piccadilly Circus,Hyde Park Corner,8,1037,2410,1557.477462140464
Piccadilly Circus,Ickenham,0,1037,282,26010.16043759674
Piccadilly Circus,Kennington,1,1037,1161,3441.7161963349477
Piccadilly Circus,Kensal Green,1,1037,472,9327.205349785787
Piccadilly Circus,Kensington,0,1037,2252,6650.294134284732
Piccadilly Circus,Kentish Town,1,1037,3404,5377.1152848328575
Piccadilly Circus,Kenton,0,1037,768,18462.321348990066
Piccadilly Circus,Kew Gardens,0,1037,792,12983.847659345813
Piccadilly Circus,Kilburn,2,1037,1953,8043.289804253246
Piccadilly Circus,Kilburn Park,4,1037,823,7132.7889928691175
Piccadilly Circus,King's Cross St. Pancras,50,1037,33330,2950.0287883857627
Piccadilly Circus,Kingsbury,0,1037,1018,16454.932480621945
Piccadilly Circus,Knightsbridge,24,1037,6821,2141.418795043897
Piccadilly Circus,Ladbroke Grove,1,1037,2131,7273.402006516959
Piccadilly Circus,Lambeth North,5,1037,1319,2255.2238539799932
Piccadilly Circus,Lancaster Gate,0,1037,1820,3420.1482236058973
Piccadilly Circus,Latimer Road,1,1037,1109,7932.96605373538
Piccadilly Circus,Leicester Square,2,1037,8847,374.68311698540504
Piccadilly Circus,Leyton,3,1037,1447,13367.641397775156
Piccadilly Circus,Leytonstone,0,1037,1844,15031.507419210122
Piccadilly Circus,Liverpool Street,34,1037,61122,4537.957825436814
Piccadilly Circus,London Bridge,16,1037,29930,3436.291527907727
Piccadilly Circus,Loughton,0,1037,655,23886.538857196334
Piccadilly Circus,Maida Vale,4,1037,949,6281.017015065766
Piccadilly Circus,Manor House,6,1037,1311,8155.557041864282
Piccadilly Circus,Mansion House,6,1037,7815,3118.984073050745
Piccadilly Circus,Marble Arch,2,1037,6145,2201.5693259152713
Piccadilly Circus,Marylebone,22,1037,4250,3275.6623150102205
Piccadilly Circus,Mile End,1,1037,3759,8448.114537022964
Piccadilly Circus,Mill Hill East,0,1037,681,14367.143114579792
Piccadilly Circus,Moor Park,0,1037,550,27454.92559455568
Piccadilly Circus,Moorgate,5,1037,24574,4473.283705212519
Piccadilly Circus,Morden,0,1037,1447,15602.95090067295
Piccadilly Circus,Mornington Crescent,0,1037,2927,3508.9838223105685
Piccadilly Circus,Neasden,0,1037,732,11259.995839553676
Piccadilly Circus,Newbury Park,1,1037,559,21694.91310947962
Piccadilly Circus,North Acton,1,1037,3168,10966.100298770403
Piccadilly Circus,North Ealing,1,1037,332,13829.855159895162
Piccadilly Circus,North Greenwich,2,1037,6276,10913.571916856541
Piccadilly Circus,North Harrow,0,1037,190,19973.749403585287
Piccadilly Circus,North Wembley,1,1037,365,16139.593973653638
Piccadilly Circus,Northfields,2,1037,864,14459.688830655134
Piccadilly Circus,Northolt,0,1037,663,19065.075172049405
Piccadilly Circus,Northwick Park,0,1037,1713,16691.04417362309
Piccadilly Circus,Northwood,0,1037,1018,25236.709476151445
Piccadilly Circus,Northwood Hills,0,1037,488,23650.069435556776
Piccadilly Circus,Notting Hill Gate,4,1037,5490,4916.5916686061655
Piccadilly Circus,Oakwood,0,1037,423,18112.45836348368
Piccadilly Circus,Old Street,12,1037,15897,5326.790428606705
Piccadilly Circus,Osterley,0,1037,521,17951.2769364829
Piccadilly Circus,Oval,1,1037,2544,4356.861516738616
Piccadilly Circus,Oxford Circus,9,1037,44368,963.8151590193654
Piccadilly Circus,Paddington,55,1037,20198,4560.805686230866
Piccadilly Circus,Park Royal,2,1037,1552,14929.488773415711
Piccadilly Circus,Parsons Green,1,1037,2711,7316.086508479944
Piccadilly Circus,Perivale,0,1037,532,15650.263029122612
Piccadilly Circus,Pimlico,1,1037,5585,3387.034449012737
Piccadilly Circus,Pinner,0,1037,292,21491.46372497715
Piccadilly Circus,Plaistow,0,1037,1049,12223.895831196101
Piccadilly Circus,Preston Road,0,1037,411,14957.927997272074
Piccadilly Circus,Putney Bridge,3,1037,2494,8310.525345126805
Piccadilly Circus,Queen's Park,10,1037,2167,7942.6064520561795
Piccadilly Circus,Queensbury,1,1037,439,17700.918128016823
Piccadilly Circus,Queensway,2,1037,1882,4278.281090892652
Piccadilly Circus,Ravenscourt Park,1,1037,1895,8342.30626123701
Piccadilly Circus,Rayners Lane,0,1037,426,20600.08653216325
Piccadilly Circus,Redbridge,1,1037,198,17879.418309164983
Piccadilly Circus,Regent's Park,8,1037,3364,1941.8489077005738
Piccadilly Circus,Richmond,2,1037,5397,15151.967895084294
Piccadilly Circus,Rickmansworth,0,1037,937,30852.116914320723
Piccadilly Circus,Roding Valley,0,1037,84,21109.91963752514
Piccadilly Circus,Royal Oak,0,1037,856,5498.0881467388235
Piccadilly Circus,Ruislip,0,1037,257,24224.50257069959
Piccadilly Circus,Ruislip Gardens,0,1037,167,22274.89085181828
Piccadilly Circus,Ruislip Manor,0,1037,408,23545.621277548154
Piccadilly Circus,Russell Square,11,1037,5172,2079.5510826506334
Piccadilly Circus,Seven Sisters,10,1037,10191,10445.383841246367
Piccadilly Circus,Shepherd's Bush,3,1037,9890,6527.971466017566
Piccadilly Circus,Shepherd's Bush Market,0,1037,416,8947.065864698592
Piccadilly Circus,Sloane Square,4,1037,8229,3152.9172059429816
Piccadilly Circus,Snaresbrook,0,1037,512,16689.7164828718
Piccadilly Circus,South Ealing,1,1037,670,14006.752465280522
Piccadilly Circus,South Harrow,0,1037,387,21614.67261358325
Piccadilly Circus,South Kensington,31,1037,15325,3442.2017423342922
Piccadilly Circus,South Kenton,0,1037,261,17075.328858964178
Piccadilly Circus,South Ruislip,0,1037,289,21389.01107905548
Piccadilly Circus,South Wimbledon,0,1037,1361,14069.725341909323
Piccadilly Circus,South Woodford,0,1037,766,18005.564846112655
Piccadilly Circus,Southfields,3,1037,1351,10999.90793498112
Piccadilly Circus,Southgate,2,1037,874,16246.82857566715
Piccadilly Circus,Southwark,5,1037,10326,2337.960664799595
Piccadilly Circus,St. James's Park,1,1037,13339,2226.6108571362174
Piccadilly Circus,St. John's Wood,8,1037,3982,4876.270796450532
Piccadilly Circus,St. Paul's,19,1037,13446,3033.7421554316584
Piccadilly Circus,Stamford Brook,0,1037,784,9051.584701177111
Piccadilly Circus,Stanmore,0,1037,983,20813.813697576676
Piccadilly Circus,Stepney Green,1,1037,1879,7418.867563015605
Piccadilly Circus,Stockwell,1,1037,1623,5640.879537252384
Piccadilly Circus,Stonebridge Park,0,1037,729,13073.39778287187
Piccadilly Circus,Stratford,18,1037,55954,11236.30199990726
Piccadilly Circus,Sudbury Hill,0,1037,277,20129.2253850997
Piccadilly Circus,Sudbury Town,1,1037,218,18512.230311601674
Piccadilly Circus,Swiss Cottage,2,1037,2598,5846.190042672782
Piccadilly Circus,Temple,1,1037,6780,1706.701628805254
Piccadilly Circus,Theydon Bois,0,1037,98,29260.638835244317
Piccadilly Circus,Tooting Bec,0,1037,1239,10635.981149255826
Piccadilly Circus,Tooting Broadway,1,1037,4506,11710.90447607719
Piccadilly Circus,Tottenham Court Road,1,1037,19126,960.6126573694163
Piccadilly Circus,Tottenham Hale,5,1037,3239,11598.940570996161
Piccadilly Circus,Totteridge & Whetstone,0,1037,287,16505.35380444717
Piccadilly Circus,Tower Hill,15,1037,8286,4536.181637778123
Piccadilly Circus,Tufnell Park,0,1037,557,6141.699062208758
Piccadilly Circus,Turnham Green,2,1037,1515,9656.338808442222
Piccadilly Circus,Turnpike Lane,7,1037,992,10477.193775667442
Piccadilly Circus,Upminster,0,1037,1132,29647.209093348913
Piccadilly Circus,Upminster Bridge,0,1037,568,28336.465259184864
Piccadilly Circus,Upney,0,1037,485,18634.84794243572
Piccadilly Circus,Upton Park,3,1037,1642,13545.006212599228
Piccadilly Circus,Uxbridge,2,1037,4316,29278.99395292395
Piccadilly Circus,Vauxhall,4,1037,16242,4212.348738776505
Piccadilly Circus,Victoria,24,1037,33251,1987.1824819801896
Piccadilly Circus,Walthamstow Central,6,1037,5271,14572.083078471795
Piccadilly Circus,Wanstead,0,1037,419,16699.01325562791
Piccadilly Circus,Warren Street,1,1037,17309,2113.5011217177243
Piccadilly Circus,Warwick Avenue,3,1037,1174,5493.419694322874
Piccadilly Circus,Waterloo,48,1037,23466,1681.5454973631367
Piccadilly Circus,Watford,0,1037,961,32419.814017296354
Piccadilly Circus,Wembley Central,0,1037,1327,14791.488999371204
Piccadilly Circus,Wembley Park,7,1037,5759,13538.21632415245
Piccadilly Circus,West Acton,0,1037,488,12777.555850448889
Piccadilly Circus,West Brompton,2,1037,5859,5671.004629294861
Piccadilly Circus,West Finchley,0,1037,91,14081.758920294742
Piccadilly Circus,West Ham,2,1037,5487,11294.042544989892
Piccadilly Circus,West Hampstead,2,1037,5856,7027.681246146601
Piccadilly Circus,West Harrow,0,1037,122,19236.00674329255
Piccadilly Circus,West Kensington,1,1037,1345,6047.674615031793
Piccadilly Circus,West Ruislip,0,1037,194,24399.270604560217
Piccadilly Circus,Westbourne Park,1,1037,1347,6467.480158940988
Piccadilly Circus,Westminster,2,1037,15466,1665.8725507776117
Piccadilly Circus,White City,1,1037,5966,7828.447812732545
Piccadilly Circus,Whitechapel,0,1037,17633,6338.724515245009
Piccadilly Circus,Willesden Green,2,1037,830,9228.335894890937
Piccadilly Circus,Willesden Junction,3,1037,4165,10434.244567469688
Piccadilly Circus,Wimbledon,2,1037,6295,14015.396878894833
Piccadilly Circus,Wimbledon Park,3,1037,596,12359.523859406594
Piccadilly Circus,Wood Green,5,1037,2146,11408.006929791294
Piccadilly Circus,Wood Lane,0,1037,1578,8486.810974766648
Piccadilly Circus,Woodford,0,1037,706,19717.50865783374
Piccadilly Circus,Woodside Park,0,1037,745,15028.245471860044
Pimlico,Acton Town,2,3917,2202,12175.441879142558
Pimlico,Aldgate,5,3917,7782,7568.013496587667
Pimlico,Aldgate East,16,3917,7932,7810.057822018841
Pimlico,Alperton,0,3917,741,17148.479486989614
Pimlico,Amersham,0,3917,256,43958.15762653024
Pimlico,Angel,35,3917,8103,7450.4047718315205
Pimlico,Archway,6,3917,2193,9791.37923760487
Pimlico,Arnos Grove,1,3917,748,17587.75638873022
Pimlico,Arsenal,1,3917,315,9586.757770405533
Pimlico,Baker Street,43,3917,14973,5393.52833843811
Pimlico,Balham,15,3917,3814,6352.121194565888
Pimlico,Bank and Monument,107,3917,78549,6131.120314784257
Pimlico,Barbican,34,3917,9134,7615.213225574158
Pimlico,Barking,2,3917,7004,19702.20952276221
Pimlico,Barkingside,0,3917,262,25260.101666431154
Pimlico,Barons Court,8,3917,2956,6904.98859906623
Pimlico,Bayswater,1,3917,615,7205.880008335923
Pimlico,Becontree,0,3917,456,22996.64536362816
Pimlico,Belsize Park,10,3917,2255,8787.195699157388
Pimlico,Bermondsey,4,3917,3172,7430.754840214955
Pimlico,Bethnal Green,9,3917,4660,9379.803724217798
Pimlico,Blackfriars,47,3917,10849,5038.227784927052
Pimlico,Blackhorse Road,9,3917,2955,16333.171290492191
Pimlico,Bond Street,34,3917,20967,3758.3187641206177
Pimlico,Borough,6,3917,3254,5857.547090753809
Pimlico,Boston Manor,2,3917,892,15687.109807413399
Pimlico,Bounds Green,1,3917,778,16233.508961967615
Pimlico,Bow Road,1,3917,1193,11507.686297056274
Pimlico,Brent Cross,1,3917,450,13865.95657315114
Pimlico,Brixton,62,3917,5084,3918.869686130146
Pimlico,Bromley-by-Bow,2,3917,1613,12516.451305213324
Pimlico,Buckhurst Hill,0,3917,228,24485.7366408602
Pimlico,Burnt Oak,0,3917,649,18458.47190269814
Pimlico,Caledonian Road,8,3917,1803,8304.753033281002
Pimlico,Camden Town,28,3917,6348,6755.339423951074
Pimlico,Canada Water,9,3917,20443,8420.256477583851
Pimlico,Canary Wharf,193,3917,58772,11022.076927419752
Pimlico,Canning Town,15,3917,15428,13566.21096448577
Pimlico,Cannon Street,23,3917,4698,5946.656495563798
Pimlico,Canons Park,1,3917,526,22050.34553047504
Pimlico,Chalfont & Latimer,0,3917,554,40572.49132919029
Pimlico,Chalk Farm,4,3917,1329,7749.10530082452
Pimlico,Chancery Lane,63,3917,15391,5325.639032702038
Pimlico,Charing Cross,3,3917,7016,3831.9495477599453
Pimlico,Chesham,0,3917,243,46888.376317699265
Pimlico,Chiswick Park,5,3917,1517,10903.286081135948
Pimlico,Chorleywood,0,3917,702,37059.637043550065
Pimlico,Clapham Common,10,3917,2020,3927.202057885025
Pimlico,Clapham North,5,3917,1238,3284.4479902753446
Pimlico,Clapham South,13,3917,1513,5179.509021728391
Pimlico,Cockfosters,0,3917,262,22776.48907027742
Pimlico,Colindale,4,3917,2081,17152.072146665036
Pimlico,Colliers Wood,3,3917,865,9682.554882557148
Pimlico,Covent Garden,15,3917,4355,4127.239757875474
Pimlico,Croxley,0,3917,340,33021.1715991422
Pimlico,Dagenham East,0,3917,649,25704.027360786124
Pimlico,Dagenham Heathway,0,3917,1108,24424.82197480156
Pimlico,Debden,0,3917,865,28373.28902631847
Pimlico,Dollis Hill,2,3917,847,13130.583007519705
Pimlico,Ealing Broadway,12,3917,4846,14767.328477182053
Pimlico,Ealing Common,0,3917,915,13202.054213710147
Pimlico,Earl's Court,9,3917,6613,5400.215980026387
Pimlico,East Acton,6,3917,1505,11203.224705370505
Pimlico,East Finchley,2,3917,1253,13130.579012029479
Pimlico,East Ham,2,3917,2062,17279.925870015933
Pimlico,East Putney,2,3917,1877,9665.651130546847
Pimlico,Eastcote,0,3917,364,25075.558910427295
Pimlico,Edgware,2,3917,772,19976.586381952573
Pimlico,Edgware Road,19,3917,6868,6428.347195829032
Pimlico,Elephant & Castle,13,3917,6427,5157.604684147438
Pimlico,Elm Park,0,3917,269,27999.817509314664
Pimlico,Embankment,12,3917,10220,3491.623716936685
Pimlico,Epping,0,3917,498,34320.67631850295
Pimlico,Euston,135,3917,16800,5381.763322968525
Pimlico,Fairlop,0,3917,182,26428.807722590405
Pimlico,Farringdon,56,3917,25592,8076.115695162048
Pimlico,Finchley Central,5,3917,1921,15501.117974566167
Pimlico,Finchley Road,6,3917,3417,8928.113419582201
Pimlico,Finsbury Park,35,3917,6769,10359.508288138135
Pimlico,Fulham Broadway,13,3917,4200,6910.34608535457
Pimlico,Gants Hill,1,3917,601,21771.813076430106
Pimlico,Gloucester Road,11,3917,5194,4490.113949595129
Pimlico,Golders Green,4,3917,1871,12350.868118151486
Pimlico,Goldhawk Road,0,3917,370,8804.376617144006
Pimlico,Goodge Street,5,3917,6457,4992.109708231577
Pimlico,Grange Hill,0,3917,76,27080.114527904138
Pimlico,Green Park,217,3917,26754,2609.427114230605
Pimlico,Greenford,2,3917,1157,18664.30184500851
Pimlico,Gunnersbury,6,3917,4775,11500.215755198016
Pimlico,Hainault,0,3917,356,27307.472143119976
Pimlico,Hammersmith,34,3917,18250,7798.80649815308
Pimlico,Hampstead,8,3917,2010,9965.182649973061
Pimlico,Hanger Lane,2,3917,1493,14838.006197220726
Pimlico,Harlesden,2,3917,1668,12996.088984154181
Pimlico,Harrow & Wealdstone,0,3917,1335,21660.605936363467
Pimlico,Harrow-on-the-Hill,2,3917,3019,20650.31575893208
Pimlico,Hatton Cross,1,3917,1219,24243.52012601464
Pimlico,Heathrow Terminal 4,1,3917,693,26119.85279208418
Pimlico,Heathrow Terminal 5,4,3917,975,29111.43132717866
Pimlico,Heathrow Terminals 2 & 3,7,3917,2406,26656.199272013586
Pimlico,Hendon Central,4,3917,1878,14999.576857123993
Pimlico,High Barnet,1,3917,953,21754.121066005227
Pimlico,High Street Kensington,13,3917,5427,5495.2197041266645
Pimlico,Highbury & Islington,86,3917,25385,8851.9135245436
Pimlico,Highgate,4,3917,856,11381.576943467975
Pimlico,Hillingdon,0,3917,318,29790.74637726581
Pimlico,Holborn,66,3917,22346,4760.164105905949
Pimlico,Holland Park,10,3917,2063,7155.567277078345
Pimlico,Holloway Road,4,3917,1696,8920.046227348052
Pimlico,Hornchurch,0,3917,451,29544.184656157995
Pimlico,Hounslow Central,3,3917,708,19961.020316396964
Pimlico,Hounslow East,0,3917,843,19215.34379260838
Pimlico,Hounslow West,1,3917,401,21440.087815831455
Pimlico,Hyde Park Corner,3,3917,2410,3389.2972415889376
Pimlico,Ickenham,0,3917,282,28666.31579235621
Pimlico,Kennington,1,3917,1161,4531.315549968993
Pimlico,Kensal Green,1,3917,472,11983.360704545257
Pimlico,Kensington,0,3917,2252,6946.884708488562
Pimlico,Kentish Town,10,3917,3404,8033.270639592328
Pimlico,Kenton,1,3917,768,19879.951765504833
Pimlico,Kew Gardens,1,3917,792,13280.438233549643
Pimlico,Kilburn,5,3917,1953,10699.445159012717
Pimlico,Kilburn Park,12,3917,823,9788.944347628589
Pimlico,King's Cross St. Pancras,218,3917,33330,6270.105510307048
Pimlico,Kingsbury,0,3917,1018,19111.08783538141
Pimlico,Knightsbridge,14,3917,6821,3973.2385744923704
Pimlico,Ladbroke Grove,3,3917,2131,9929.557361276427
Pimlico,Lambeth North,0,3917,1319,4161.898565180273
Pimlico,Lancaster Gate,3,3917,1820,5660.3215445518745
Pimlico,Latimer Road,1,3917,1109,10323.749867403641
Pimlico,Leicester Square,14,3917,8847,3761.717565998142
Pimlico,Leyton,2,3917,1447,15802.294769023354
Pimlico,Leytonstone,0,3917,1844,17466.160790458318
Pimlico,Liverpool Street,138,3917,61122,6972.611196685011
Pimlico,London Bridge,77,3917,29930,5342.966239108006
Pimlico,Loughton,0,3917,655,26321.19222844453
Pimlico,Maida Vale,10,3917,949,8937.172369825237
Pimlico,Manor House,2,3917,1311,11475.633763785569
Pimlico,Mansion House,46,3917,7815,5698.481308086804
Pimlico,Marble Arch,12,3917,6145,4441.742646861248
Pimlico,Marylebone,46,3917,4250,5931.817669769691
Pimlico,Mile End,6,3917,3759,10882.767908271162
Pimlico,Mill Hill East,0,3917,681,17023.29846933926
Pimlico,Moor Park,0,3917,550,30111.080949315146
Pimlico,Moorgate,55,3917,24574,6907.937076460716
Pimlico,Morden,7,3917,1447,12294.223572472123
Pimlico,Mornington Crescent,5,3917,2927,6165.1391770700375
Pimlico,Neasden,0,3917,732,13916.151194313146
Pimlico,Newbury Park,2,3917,559,24129.566480727815
Pimlico,North Acton,6,3917,3168,12383.730715285168
Pimlico,North Ealing,0,3917,332,14126.445734098992
Pimlico,North Greenwich,10,3917,6276,12851.85227729888
Pimlico,North Harrow,0,3917,190,22629.904758344757
Pimlico,North Wembley,0,3917,365,17557.224390168405
Pimlico,Northfields,1,3917,864,14756.279404858964
Pimlico,Northolt,0,3917,663,20482.705588564168
Pimlico,Northwick Park,2,3917,1713,19347.19952838256
Pimlico,Northwood,1,3917,1018,27892.864830910916
Pimlico,Northwood Hills,0,3917,488,26306.224790316246
Pimlico,Notting Hill Gate,14,3917,5490,6455.848140339307
Pimlico,Oakwood,0,3917,423,21432.53508540497
Pimlico,Old Street,65,3917,15897,7761.443799854902
Pimlico,Osterley,1,3917,521,18247.86751068673
Pimlico,Oval,2,3917,2544,3616.170229565324
Pimlico,Oxford Circus,333,3917,44368,3619.970513778835
Pimlico,Paddington,61,3917,20198,7216.961040990336
Pimlico,Park Royal,4,3917,1552,15226.079347619541
Pimlico,Parsons Green,13,3917,2711,7612.677082683775
Pimlico,Perivale,0,3917,532,17067.893445637375
Pimlico,Piccadilly Circus,27,3917,13641,3387.0344490127372
Pimlico,Pinner,0,3917,292,24147.61907973662
Pimlico,Plaistow,1,3917,1049,14658.5492024443
Pimlico,Preston Road,1,3917,411,17614.083352031543
Pimlico,Putney Bridge,6,3917,2494,8607.115919330636
Pimlico,Queen's Park,8,3917,2167,10598.76180681565
Pimlico,Queensbury,1,3917,439,20357.07348277629
Pimlico,Queensway,5,3917,1882,6518.454411838629
Pimlico,Ravenscourt Park,3,3917,1895,8638.89683544084
Pimlico,Rayners Lane,0,3917,426,23256.24188692272
Pimlico,Redbridge,0,3917,198,20314.071680413177
Pimlico,Regent's Park,20,3917,3364,4598.004262460044
Pimlico,Richmond,1,3917,5397,15448.558469288124
Pimlico,Rickmansworth,0,3917,937,33508.27226908019
Pimlico,Roding Valley,0,3917,84,23544.57300877334
Pimlico,Royal Oak,1,3917,856,8154.243501498294
Pimlico,Ruislip,0,3917,257,26880.65792545906
Pimlico,Ruislip Gardens,0,3917,167,23692.521268333043
Pimlico,Ruislip Manor,0,3917,408,26201.776632307625
Pimlico,Russell Square,18,3917,5172,5466.585531663371
Pimlico,Seven Sisters,29,3917,10191,13765.460563167653
Pimlico,Shepherd's Bush,17,3917,9890,7945.601882532332
Pimlico,Shepherd's Bush Market,0,3917,416,9243.656438902422
Pimlico,Sloane Square,16,3917,8229,2565.5866909953393
Pimlico,Snaresbrook,0,3917,512,19124.36985412
Pimlico,South Ealing,0,3917,670,14303.343039484353
Pimlico,South Harrow,0,3917,387,21911.26318778708
Pimlico,South Kensington,37,3917,15325,3738.7923165381226
Pimlico,South Kenton,0,3917,261,18492.959275478945
Pimlico,South Ruislip,0,3917,289,22806.641495570242
Pimlico,South Wimbledon,4,3917,1361,10760.998013708497
Pimlico,South Woodford,0,3917,766,20440.218217360853
Pimlico,Southfields,0,3917,1351,11296.49850918495
Pimlico,Southgate,2,3917,874,19566.905297588437
Pimlico,Southwark,33,3917,10326,4244.635375999875
Pimlico,St. James's Park,4,3917,13339,2177.1393417010936
Pimlico,St. John's Wood,13,3917,3982,7532.426151210001
Pimlico,St. Paul's,57,3917,13446,6420.776604444396
Pimlico,Stamford Brook,4,3917,784,9348.175275380941
Pimlico,Stanmore,1,3917,983,23469.969052336142
Pimlico,Stepney Green,1,3917,1879,9853.520934263803
Pimlico,Stockwell,13,3917,1623,2332.152209051556
Pimlico,Stonebridge Park,1,3917,729,14491.028199386637
Pimlico,Stratford,29,3917,55954,13670.955371155458
Pimlico,Sudbury Hill,1,3917,277,20425.81595930353
Pimlico,Sudbury Town,0,3917,218,18808.820885805504
Pimlico,Swiss Cottage,10,3917,2598,8502.345397432251
Pimlico,Temple,27,3917,6780,4286.198863841313
Pimlico,Theydon Bois,0,3917,98,31695.292206492515
Pimlico,Tooting Bec,7,3917,1239,7327.253821054998
Pimlico,Tooting Broadway,17,3917,4506,8402.177147876364
Pimlico,Tottenham Court Road,27,3917,19126,4347.647106382154
Pimlico,Tottenham Hale,31,3917,3239,14919.017292917448
Pimlico,Totteridge & Whetstone,0,3917,287,19161.509159206635
Pimlico,Tower Hill,35,3917,8286,6970.83500902632
Pimlico,Tufnell Park,4,3917,557,8797.854416968228
Pimlico,Turnham Green,3,3917,1515,9952.929382646053
Pimlico,Turnpike Lane,5,3917,992,13797.270497588728
Pimlico,Upminster,0,3917,1132,32081.86246459711
Pimlico,Upminster Bridge,0,3917,568,30771.118630433062
Pimlico,Upney,0,3917,485,21069.50131368392
Pimlico,Upton Park,0,3917,1642,15979.659583847426
Pimlico,Uxbridge,7,3917,4316,31935.149307683423
Pimlico,Vauxhall,126,3917,16242,825.314289763769
Pimlico,Victoria,100,3917,33251,1399.8519670325472
Pimlico,Walthamstow Central,12,3917,5271,17353.55945749558
Pimlico,Wanstead,0,3917,419,19133.666626876104
Pimlico,Warren Street,134,3917,17309,4769.656476477194
Pimlico,Warwick Avenue,5,3917,1174,8149.575049082345
Pimlico,Waterloo,18,3917,23466,3588.2202085634167
Pimlico,Watford,0,3917,961,35075.96937205583
Pimlico,Wembley Central,1,3917,1327,16209.11941588597
Pimlico,Wembley Park,10,3917,5759,16194.37167891192
Pimlico,West Acton,4,3917,488,14195.186266963654
Pimlico,West Brompton,7,3917,5859,5967.595203498691
Pimlico,West Finchley,0,3917,91,16737.91427505421
Pimlico,West Ham,1,3917,5487,13728.69591623809
Pimlico,West Hampstead,6,3917,5856,9683.836600906072
Pimlico,West Harrow,0,3917,122,21892.16209805202
Pimlico,West Kensington,5,3917,1345,6344.265189235623
Pimlico,West Ruislip,0,3917,194,25816.90102107498
Pimlico,Westbourne Park,2,3917,1347,9123.635513700458
Pimlico,Westminster,12,3917,15466,2737.8776480596994
Pimlico,White City,23,3917,5966,9246.07822924731
Pimlico,Whitechapel,5,3917,17633,8773.377886493206
Pimlico,Willesden Green,3,3917,830,11884.491249650408
Pimlico,Willesden Junction,2,3917,4165,11851.874983984455
Pimlico,Wimbledon,0,3917,6295,14311.987453098664
Pimlico,Wimbledon Park,1,3917,596,12656.114433610424
Pimlico,Wood Green,7,3917,2146,14728.08365171258
Pimlico,Woodford,0,3917,706,22152.162029081937
Pimlico,Woodside Park,2,3917,745,17684.40082661951
Pinner,Acton Town,1,2875,2202,17644.579508488667
Pinner,Aldgate,78,2875,7782,25425.322155314585
Pinner,Aldgate East,2,2875,7932,25669.099692063155
Pinner,Alperton,1,2875,741,12671.541900641609
Pinner,Amersham,13,2875,256,19810.538546793618
Pinner,Angel,5,2875,8103,22423.319048080357
Pinner,Archway,0,2875,2193,26540.97788853075
Pinner,Baker Street,98,2875,14973,18754.09074129851
Pinner,Balham,1,2875,3814,30499.740274302512
Pinner,Bank and Monument,31,2875,78549,24709.10553876336
Pinner,Barbican,56,2875,9134,23561.897233074713
Pinner,Barking,0,2875,7004,36767.45393331285
Pinner,Barons Court,1,2875,2956,22915.032788564997
Pinner,Bermondsey,1,2875,3172,27015.543853991832
Pinner,Bethnal Green,5,2875,4660,27110.44592869466
Pinner,Blackfriars,7,2875,10849,23950.194274868147
Pinner,Blackhorse Road,0,2875,2955,26299.996903598516
Pinner,Bond Street,50,2875,20967,20498.3318398821
Pinner,Borough,1,2875,3254,25442.336104530685
Pinner,Brixton,4,2875,5084,28066.488765866772
Pinner,Bromley-by-Bow,1,2875,1613,30375.493175257634
Pinner,Caledonian Road,1,2875,1803,23277.66730952984
Pinner,Camden Town,2,2875,6348,23504.938074876954
Pinner,Canada Water,6,2875,20443,28005.04549136073
Pinner,Canary Wharf,175,2875,58772,30096.435162204714
Pinner,Canning Town,4,2875,15428,32144.196188464874
Pinner,Cannon Street,8,2875,4698,24858.62298550489
Pinner,Canons Park,4,2875,526,13809.221252387817
Pinner,Chalfont & Latimer,32,2875,554,16424.87224945367
Pinner,Chancery Lane,7,2875,15391,22764.456041048255
Pinner,Charing Cross,18,2875,7016,22063.26437605452
Pinner,Chesham,23,2875,243,22740.757237962647
Pinner,Chorleywood,94,2875,702,12912.017963813443
Pinner,Clapham Common,0,2875,2020,28074.82113762165
Pinner,Clapham South,1,2875,1513,29327.128101465016
Pinner,Covent Garden,5,2875,4355,22231.66903383989
Pinner,Croxley,31,2875,340,8873.55251940558
Pinner,Dollis Hill,7,2875,847,11091.933436143674
Pinner,Earl's Court,1,2875,6613,24419.80540760484
Pinner,East Acton,0,2875,1505,22792.079037407068
Pinner,East Ham,0,2875,2062,34724.471145843505
Pinner,Eastcote,0,2875,364,7922.546472299755
Pinner,Edgware Road,10,2875,6868,19788.90959868943
